Date,market,size,volatility,value,risk,growth,momentum
2019-01-15,8105.856,3880.977415,3349.357347,1881.1745,1982.017954,2010.41,2224.639558
2019-01-16,8117.911,3889.863429,3349.656765,1886.977706,1986.81469,2007.44,2223.556457
2019-01-17,8156.223,3903.396039,3362.349354,1892.232051,1993.411598,2021.31,2235.223563
2019-01-18,8260.181,3952.233629,3388.970996,1917.366234,2016.469896,2049.3,2258.752809
2019-01-21,8260.568,3955.39144,3387.061161,1917.810679,2016.157864,2049.37,2258.855303
2019-01-22,8170.188,3921.197003,3373.841246,1898.973343,2002.450107,2023.55,2233.173021
2019-01-23,8175.856,3914.452105,3384.761261,1899.27999,2002.296348,2028.76,2241.420479
2019-01-24,8188.775,3930.619965,3380.112186,1903.290253,2007.722271,2033.78,2236.228369
2019-01-25,8265.861,3974.451127,3386.353509,1923.473243,2024.562854,2051.53,2251.192201
2019-01-28,8213.517,3959.57483,3381.15612,1913.206926,2018.692188,2034.72,2232.739587
2019-01-29,8215.353,3966.51209,3394.009836,1915.260029,2024.255753,2032.33,2228.298174
2019-01-30,8304.552,3986.627377,3414.602884,1927.694005,2034.848126,2064.35,2265.295922
2019-01-31,8379.029,4017.173498,3444.370439,1941.504253,2048.973944,2087.97,2286.987596
2019-02-01,8384.068,4019.39371,3447.900858,1940.878449,2051.042481,2095.37,2284.219578
2019-02-04,8418.112,4029.53654,3461.802804,1944.411865,2055.414549,2112.65,2299.02625
2019-02-05,8474.329,4056.241437,3474.234235,1956.768621,2069.536747,2130.82,2312.940943
2019-02-06,8457.333,4050.195018,3467.074951,1955.010499,2065.489296,2126.9,2307.170952
2019-02-07,8374.75,4010.54932,3456.268757,1932.750868,2050.182669,2104.08,2288.673091
2019-02-08,8350.0,3980.456194,3462.491502,1920.19039,2040.017544,2106.84,2289.924404
2019-02-11,8354.452,3983.794889,3459.677738,1921.001199,2041.076395,2107.94,2290.379821
2019-02-12,8452.074,4030.439487,3482.661842,1943.272224,2060.474567,2133.41,2318.411268
2019-02-13,8484.801,4053.735346,3490.227875,1952.043377,2069.686688,2139.93,2321.725382
2019-02-14,8466.935,4046.189152,3483.720267,1945.339125,2065.344868,2139.89,2322.947528
2019-02-15,8545.972,4071.677564,3508.080426,1965.46466,2080.17432,2156.91,2341.987435
2019-02-18,8571.018,4096.464999,3517.626476,1973.592058,2090.409895,2160.1,2346.43185
2019-02-19,8585.061,4104.284422,3526.497707,1978.430038,2094.045326,2160.61,2349.772771
2019-02-20,8618.134,4122.453956,3536.450562,1988.358486,2103.212395,2168.14,2352.283076
2019-02-21,8594.363,4111.276371,3538.418989,1981.295688,2100.011251,2161.06,2351.600238
2019-02-22,8634.271,4126.113791,3549.882086,1986.436652,2107.281561,2180.23,2369.706463
2019-02-25,8655.166,4137.789662,3542.41754,1993.050391,2110.71407,2185.38,2370.442813
2019-02-26,8655.516,4134.911436,3543.940008,1993.023273,2110.197375,2188.87,2373.28471
2019-02-27,8658.346,4136.088003,3544.468748,1994.840405,2110.39522,2188.46,2374.050498
2019-02-28,8635.203,4122.680747,3548.810509,1987.46867,2107.441142,2182.23,2371.963865
2019-03-01,8679.245,4140.226885,3554.100441,1993.886681,2114.687749,2197.45,2386.685072
2019-03-04,8656.253,4135.895298,3541.417188,1988.422598,2111.3903,2195.01,2373.54864
2019-03-05,8644.454,4120.227311,3539.3625,1983.367227,2105.386359,2196.09,2372.743098
2019-03-06,8608.346,4104.430312,3529.678127,1975.768156,2098.995365,2189.2,2361.033124
2019-03-07,8541.831,4068.161436,3519.058996,1958.333199,2085.23512,2170.54,2342.990388
2019-03-08,8499.804,4035.706251,3511.740167,1945.224811,2073.585178,2164.0,2336.154627
2019-03-11,8597.42,4071.23323,3540.782319,1965.508771,2090.027921,2192.95,2367.287181
2019-03-12,8634.005,4096.23759,3554.863148,1974.473803,2101.093737,2202.33,2375.770586
2019-03-13,8685.39,4110.583503,3567.9935,1985.168374,2109.45795,2215.67,2392.49795
2019-03-14,8690.685,4109.889719,3567.109484,1986.721577,2111.147864,2216.39,2395.263567
2019-03-15,8742.626,4136.448993,3582.128065,1999.444914,2123.409224,2228.9,2409.429679
2019-03-18,8780.982,4158.671999,3587.968066,2011.275577,2132.093212,2232.75,2418.12563
2019-03-19,8791.955,4161.568836,3580.855218,2014.204792,2132.917905,2235.69,2420.428762
2019-03-20,8757.444,4138.699539,3569.34416,1999.5383,2121.491868,2232.34,2418.273628
2019-03-21,8824.359,4164.348481,3602.193835,2008.975897,2134.717874,2255.24,2447.096152
2019-03-22,8687.774,4115.764071,3588.902246,1979.558375,2112.679116,2217.02,2405.905082
2019-03-25,8656.054,4085.17445,3581.625822,1968.070821,2102.34892,2213.52,2404.208551
2019-03-26,8720.761,4124.081223,3612.860657,1982.299935,2119.407084,2230.87,2420.09163
2019-03-27,8693.653,4117.175267,3607.049881,1979.509506,2115.816386,2222.41,2410.630893
2019-03-28,8700.472,4108.228987,3604.035106,1976.136269,2114.145441,2230.19,2419.222834
2019-03-29,8754.489,4133.344798,3622.433694,1987.204971,2125.879752,2246.75,2434.710485
2019-04-01,8854.755,4183.502226,3632.233582,2014.837309,2147.04657,2270.11,2454.706016
2019-04-02,8854.78,4181.279037,3624.446103,2014.34759,2145.718091,2274.11,2450.716702
2019-04-03,8901.862,4214.040471,3624.68161,2028.715495,2160.207731,2283.65,2457.179743
2019-04-04,8903.386,4210.661852,3620.020618,2031.389787,2157.319148,2283.73,2452.484005
2019-04-05,8933.894,4225.410064,3629.805771,2037.056217,2162.762712,2289.96,2461.20874
2019-04-08,8946.925,4227.871851,3628.523953,2039.322223,2164.27202,2296.04,2466.42418
2019-04-09,8908.679,4208.467676,3621.39478,2030.252623,2155.311247,2285.85,2459.980397
2019-04-10,8929.505,4219.258459,3624.319788,2033.285183,2160.940568,2294.41,2466.1539
2019-04-11,8928.903,4221.765431,3624.015674,2034.484109,2163.811414,2294.62,2458.852334
2019-04-12,8978.845,4243.716991,3631.278671,2048.322513,2175.410173,2309.76,2464.829768
2019-04-15,8988.252,4254.341557,3639.352304,2051.740487,2178.88719,2312.04,2471.339114
2019-04-16,8996.554,4257.12731,3626.71173,2056.80266,2178.211173,2315.01,2464.804009
2019-04-17,8988.276,4252.725263,3608.421573,2060.034675,2174.241371,2314.48,2454.910461
2019-04-18,8985.737,4244.001308,3604.965181,2057.604014,2172.113956,2315.11,2457.578284
2019-04-19,8986.375,4245.140436,3602.167643,2056.988388,2171.958122,2315.2,2457.727695
2019-04-22,8991.608,4242.217824,3599.44921,2055.721946,2169.904504,2315.94,2460.831879
2019-04-23,9046.439,4258.384167,3621.039898,2062.284043,2178.488831,2335.59,2485.210889
2019-04-24,9023.611,4248.404775,3620.991265,2052.513844,2175.744863,2333.75,2485.910652
2019-04-25,9010.632,4233.124863,3620.640506,2046.781218,2169.316644,2329.0,2490.346838
2019-04-26,9046.887,4247.990189,3637.37718,2054.705236,2178.937583,2333.45,2508.216934
2019-04-29,9056.093,4249.237269,3630.143503,2058.930578,2179.0057,2334.18,2507.403405
2019-04-30,9069.951,4255.0335,3657.450298,2062.842517,2184.745971,2329.94,2514.186435
2019-05-01,9034.011,4243.826579,3638.017196,2057.692718,2179.25407,2317.6,2502.240111
2019-05-02,8999.375,4226.384806,3632.964304,2049.742727,2171.543721,2308.43,2494.079265
2019-05-03,9069.809,4251.417124,3649.376633,2062.632757,2183.551697,2328.77,2515.193786
2019-05-06,9025.985,4226.922862,3643.379693,2051.273556,2171.650993,2316.26,2508.908388
2019-05-07,8897.109,4176.988914,3618.463833,2023.166046,2149.907815,2280.4,2470.374308
2019-05-08,8882.685,4161.11567,3611.470778,2016.75878,2144.076936,2279.66,2473.542367
2019-05-09,8835.02,4132.193614,3605.409167,2002.67064,2132.522946,2265.28,2463.688923
2019-05-10,8866.56,4146.648396,3630.086041,2008.437852,2143.26326,2270.99,2474.956572
2019-05-13,8701.601,4081.433478,3605.973451,1973.642524,2116.06,2217.68,2423.087055
2019-05-14,8754.385,4098.88784,3612.061946,1983.399102,2124.450034,2233.85,2443.028522
2019-05-15,8804.497,4114.353891,3624.588709,1990.745277,2131.543623,2255.08,2460.95
2019-05-16,8874.417,4135.895465,3652.820193,2002.107055,2146.041289,2277.69,2489.97768
2019-05-17,8835.803,4121.665932,3653.390972,1994.071666,2139.430674,2266.97,2483.030496
2019-05-20,8789.03,4103.272224,3655.599643,1987.266614,2132.692705,2245.52,2470.414922
2019-05-21,8845.102,4123.073831,3666.996454,1998.815322,2143.41411,2262.3,2485.053817
2019-05-22,8820.865,4109.075717,3672.40595,1988.365535,2139.24774,2257.7,2484.504597
2019-05-23,8721.051,4065.168608,3667.05803,1964.915618,2120.548057,2232.45,2457.614443
2019-05-24,8753.819,4082.552855,3673.134288,1974.758454,2130.068725,2236.25,2466.025213
2019-05-27,8760.479,4085.204354,3674.678292,1977.195107,2131.536814,2236.7,2467.580373
2019-05-28,8711.036,4070.629465,3642.378521,1965.893761,2121.019112,2225.25,2454.365546
2019-05-29,8629.543,4026.695644,3617.246656,1948.487316,2100.607008,2201.88,2430.764479
2019-05-30,8638.039,4024.445544,3622.965504,1946.384439,2100.278062,2210.46,2442.530505
2019-05-31,8554.772,4001.358214,3622.587634,1926.350491,2091.851387,2184.52,2424.427605
2019-06-03,8550.119,4009.593129,3648.870059,1933.262828,2099.940654,2168.63,2413.270807
2019-06-04,8686.855,4062.165777,3665.231725,1966.386877,2121.507367,2208.22,2446.84288
2019-06-05,8763.603,4104.270527,3711.979696,1978.91046,2143.597104,2230.42,2483.70447
2019-06-06,8800.456,4106.254093,3730.818607,1982.864631,2147.758342,2244.69,2500.961624
2019-06-07,8896.006,4143.22419,3753.83675,1999.658602,2166.089016,2277.96,2534.940182
2019-06-10,8932.299,4160.360724,3747.65196,2008.497676,2171.042092,2289.18,2544.93918
2019-06-11,8950.706,4176.068069,3747.915176,2016.074823,2176.459092,2295.89,2540.905423
2019-06-12,8928.545,4165.629739,3759.445722,2006.905662,2174.042993,2292.26,2543.562846
2019-06-13,8941.4,4165.054196,3758.171864,2008.596797,2173.053497,2296.61,2545.990879
2019-06-14,8917.048,4149.156528,3763.122451,2002.063386,2167.076328,2286.85,2540.095088
2019-06-17,8916.798,4137.584705,3756.638232,1998.592692,2160.949615,2289.8,2540.20988
2019-06-18,9001.316,4169.422007,3769.353672,2017.20668,2175.898711,2313.26,2561.481755
2019-06-19,9046.264,4203.008702,3790.518287,2028.411416,2190.763457,2321.72,2576.832875
2019-06-20,9138.057,4245.733876,3825.630904,2046.212454,2212.198455,2350.95,2606.461213
2019-06-21,9116.654,4227.52213,3811.879299,2042.686556,2204.036411,2342.92,2593.377631
2019-06-24,9117.03,4228.133393,3823.601525,2041.862673,2206.501648,2345.81,2598.107469
2019-06-25,9056.731,4214.295508,3813.874697,2033.215292,2200.624557,2323.97,2573.159976
2019-06-26,9035.586,4199.469366,3775.304212,2030.96523,2188.893664,2320.86,2560.056041
2019-06-27,9071.808,4225.684982,3783.355544,2041.310963,2198.364488,2325.84,2567.506595
2019-06-28,9122.09,4251.464851,3794.910901,2054.144859,2211.239999,2335.5,2578.546729
2019-07-01,9180.383,4278.121457,3802.117051,2066.43837,2221.108122,2354.43,2596.635066
2019-07-02,9207.047,4284.985342,3827.668131,2068.648766,2228.169912,2364.38,2612.4626
2019-07-03,9270.543,4310.25591,3863.227905,2080.399351,2244.13371,2384.01,2636.227813
2019-07-04,9278.269,4317.785278,3868.037422,2084.260255,2247.809744,2383.53,2636.08541
2019-07-05,9238.652,4296.425023,3850.973266,2076.418302,2235.865985,2371.1,2622.133718
2019-07-08,9192.983,4268.234216,3840.032986,2065.05419,2223.806807,2358.76,2615.082361
2019-07-09,9190.759,4256.487841,3842.245055,2060.483233,2218.666397,2359.63,2620.157154
2019-07-10,9222.277,4263.736997,3856.114192,2064.878703,2222.877096,2372.97,2632.3685
2019-07-11,9239.987,4272.712729,3855.621995,2070.570319,2226.875963,2375.1,2636.219747
2019-07-12,9271.117,4290.392478,3856.997034,2079.932752,2234.062717,2382.16,2642.153483
2019-07-15,9278.233,4293.16541,3862.852328,2079.764382,2235.541838,2386.06,2649.967222
2019-07-16,9252.209,4284.158574,3851.433414,2074.633669,2231.060602,2380.69,2640.130931
2019-07-17,9209.759,4265.705029,3850.781523,2061.978514,2223.330039,2371.54,2632.724609
2019-07-18,9212.254,4248.925609,3856.76119,2059.364256,2217.838432,2380.62,2641.303246
2019-07-19,9196.627,4263.417124,3841.29836,2061.304795,2221.002859,2369.51,2626.702022
2019-07-22,9209.865,4257.543628,3831.9583,2061.660677,2216.356472,2380.45,2634.454278
2019-07-23,9259.893,4282.169357,3836.90137,2075.609654,2226.49388,2391.2,2640.019049
2019-07-24,9294.568,4303.982951,3838.849273,2084.672508,2233.93485,2402.55,2647.847809
2019-07-25,9249.466,4283.316905,3834.126598,2074.096975,2225.971497,2391.88,2633.045924
2019-07-26,9286.541,4282.761475,3852.907395,2077.751218,2226.735629,2410.73,2646.590215
2019-07-29,9273.238,4271.274762,3858.547105,2074.589393,2223.910996,2410.88,2643.214176
2019-07-30,9235.841,4258.280208,3840.86873,2065.230197,2215.338113,2395.85,2632.313221
2019-07-31,9169.816,4235.183103,3812.287049,2053.389554,2204.508955,2373.99,2605.239515
2019-08-01,9110.158,4207.923463,3814.53406,2036.798086,2194.212311,2361.74,2600.347847
2019-08-02,9013.497,4158.611131,3814.86033,2012.281116,2174.496741,2332.37,2575.196526
2019-08-05,8793.281,4072.968084,3752.025862,1968.522224,2134.570647,2262.1,2508.118718
2019-08-06,8843.497,4075.810777,3782.497318,1971.787346,2136.23705,2286.27,2535.797343
2019-08-07,8864.011,4088.765873,3808.907285,1973.142236,2144.795628,2294.44,2549.733529
2019-08-08,9006.097,4136.253992,3853.423924,1998.325867,2169.665351,2339.68,2599.146537
2019-08-09,8958.669,4116.668259,3852.06511,1987.14557,2163.109346,2320.61,2588.774239
2019-08-12,8885.357,4088.607291,3835.779677,1971.625275,2151.43448,2301.04,2566.712303
2019-08-13,8956.469,4090.355962,3841.117971,1980.66471,2153.322773,2331.25,2592.809699
2019-08-14,8756.496,4024.253963,3786.243913,1939.243494,2119.163373,2272.37,2532.297598
2019-08-15,8745.228,4001.652665,3804.1112,1930.459773,2113.547667,2269.59,2538.38492
2019-08-16,8854.052,4044.807239,3834.087309,1954.950664,2134.885783,2300.79,2570.694695
2019-08-19,8952.56,4088.512511,3863.037576,1976.715362,2156.404313,2330.19,2597.053865
2019-08-20,8901.625,4077.413995,3847.504972,1964.386483,2148.852156,2315.68,2584.522343
2019-08-21,8969.017,4100.79005,3863.986064,1975.976354,2160.567323,2337.7,2611.045816
2019-08-22,8953.662,4094.877523,3863.379182,1975.916791,2156.983479,2331.92,2599.066911
2019-08-23,8798.305,4051.045526,3825.283724,1946.500109,2135.845225,2278.26,2549.902323
2019-08-26,8843.557,4045.304761,3840.670083,1951.876281,2135.223871,2299.03,2571.079513
2019-08-27,8842.352,4053.525416,3850.291944,1950.234695,2139.918191,2303.57,2579.550285
2019-08-28,8872.46,4060.728433,3857.936523,1957.8946,2142.357387,2309.7,2582.472671
2019-08-29,8962.762,4091.819298,3874.335932,1976.751662,2157.600046,2336.19,2609.410108
2019-08-30,8986.644,4116.060451,3877.365265,1986.228796,2167.73582,2337.32,2607.869916
2019-09-02,8978.744,4104.951556,3872.494216,1983.245451,2162.754016,2338.29,2607.271683
2019-09-03,8938.839,4093.905213,3883.703509,1976.71856,2160.528357,2321.23,2597.509332
2019-09-04,9035.518,4135.211384,3915.918238,1998.3203,2181.150214,2351.63,2628.020386
2019-09-05,9141.086,4189.091281,3912.069763,2024.921644,2199.808425,2385.78,2650.805618
2019-09-06,9160.921,4204.467331,3920.21288,2030.943605,2207.669731,2388.89,2654.347594
2019-09-09,9159.454,4221.551746,3896.949099,2044.716968,2209.166441,2376.74,2618.984275
2019-09-10,9164.139,4241.961591,3870.979212,2059.62946,2210.015739,2366.22,2585.032217
2019-09-11,9227.576,4278.051722,3887.130066,2076.009367,2224.441246,2382.88,2594.001058
2019-09-12,9259.729,4289.804419,3899.972018,2081.016745,2232.167126,2391.13,2613.512812
2019-09-13,9278.212,4314.601016,3890.843069,2093.195781,2240.788161,2388.97,2603.942201
2019-09-16,9236.655,4301.314026,3875.462549,2083.224682,2230.668481,2372.21,2583.066
2019-09-17,9261.56,4300.420663,3905.524934,2082.715787,2236.825861,2383.02,2604.342727
2019-09-18,9258.701,4290.063921,3906.453972,2080.451707,2235.130585,2384.61,2606.486947
2019-09-19,9274.506,4297.308476,3916.89737,2084.743595,2239.820744,2388.11,2612.170067
2019-09-20,9244.807,4287.502062,3918.979669,2081.275408,2236.62039,2374.86,2599.424877
2019-09-23,9229.075,4276.262289,3924.538195,2075.396597,2231.979819,2374.86,2598.16775
2019-09-24,9180.492,4261.414333,3930.023094,2064.87418,2230.308875,2361.4,2586.942698
2019-09-25,9190.969,4252.537689,3922.798006,2065.03397,2225.701432,2371.84,2589.28341
2019-09-26,9186.876,4252.312209,3932.998947,2063.487515,2229.285808,2371.1,2595.547273
2019-09-27,9162.808,4245.583474,3917.570046,2063.763314,2226.189957,2360.23,2576.682821
2019-09-30,9182.168,4241.692409,3916.042527,2063.475729,2224.829924,2371.96,2587.449678
2019-10-01,9091.692,4212.181618,3896.149116,2044.226783,2209.942123,2348.63,2562.628446
2019-10-02,8935.837,4150.78048,3857.101545,2009.019611,2179.55862,2305.28,2518.384017
2019-10-03,8979.379,4152.987006,3873.218725,2011.341668,2181.92677,2325.93,2542.062602
2019-10-04,9074.072,4178.496176,3914.416231,2027.541662,2197.793318,2357.61,2575.01709
2019-10-07,9065.722,4180.543437,3910.007004,2027.329379,2199.428192,2354.85,2570.363708
2019-10-08,8949.256,4135.144103,3885.948466,2003.03573,2177.956152,2320.97,2530.834124
2019-10-09,9007.963,4145.467549,3896.770946,2012.347276,2184.769592,2341.88,2554.77875
2019-10-10,9061.736,4167.686265,3902.518575,2028.189402,2193.458807,2355.94,2562.435018
2019-10-11,9185.377,4239.100116,3910.707793,2063.509587,2222.242437,2388.89,2585.504881
2019-10-14,9168.351,4231.147033,3901.478668,2058.949482,2217.660012,2385.84,2580.481962
2019-10-15,9258.302,4275.340678,3911.78578,2082.918017,2235.172111,2406.98,2595.598029
2019-10-16,9253.354,4279.981728,3918.566647,2085.49131,2238.220254,2402.38,2586.573072
2019-10-17,9281.602,4294.78758,3930.554118,2091.477043,2245.456035,2407.62,2593.649007
2019-10-18,9253.762,4287.599346,3928.141673,2089.60577,2243.442102,2392.46,2579.986509
2019-10-21,9313.224,4319.03392,3939.319041,2105.742208,2256.822149,2409.28,2591.567956
2019-10-22,9292.099,4316.269608,3921.447858,2107.362086,2253.303268,2400.91,2570.47838
2019-10-23,9309.434,4325.167856,3924.662584,2112.202728,2255.281355,2402.33,2566.114558
2019-10-24,9340.641,4338.36336,3928.501715,2114.828393,2261.289676,2420.02,2591.018493
2019-10-25,9370.812,4350.521945,3918.538645,2122.210463,2263.424075,2435.8,2596.163235
2019-10-28,9407.303,4361.986963,3909.672372,2128.455556,2266.335985,2453.09,2606.850139
2019-10-29,9411.828,4373.485199,3922.564813,2132.604733,2272.935757,2444.82,2607.45226
2019-10-30,9433.296,4369.263121,3943.055895,2129.711184,2275.52296,2457.66,2627.622161
2019-10-31,9418.381,4366.74105,3949.625257,2125.362023,2276.341919,2454.48,2620.138757
2019-11-01,9497.083,4402.973059,3950.321456,2145.115863,2290.074116,2475.21,2632.215161
2019-11-04,9536.855,4426.49769,3929.830358,2159.972854,2295.364047,2484.59,2625.628257
2019-11-05,9527.8,4433.917051,3913.198525,2163.608801,2294.396609,2478.88,2610.950695
2019-11-06,9537.159,4432.489629,3930.246214,2165.932138,2296.770974,2480.57,2618.725181
2019-11-07,9562.887,4444.360382,3925.841166,2174.725299,2299.345206,2488.08,2619.162948
2019-11-08,9573.109,4444.244807,3919.883882,2175.580495,2296.780182,2495.27,2627.588667
2019-11-11,9563.432,4440.043607,3915.844999,2173.544553,2295.115094,2492.7,2626.261671
2019-11-12,9579.585,4447.058625,3916.325575,2176.88459,2297.097052,2498.09,2632.917704
2019-11-13,9572.744,4431.033062,3930.595241,2168.211981,2293.88551,2503.65,2645.135804
2019-11-14,9563.161,4419.587016,3928.641646,2162.023708,2290.939682,2501.08,2644.060362
2019-11-15,9638.165,4454.994024,3945.840366,2179.169977,2306.592661,2522.13,2657.357786
2019-11-18,9651.206,4458.583712,3962.001871,2179.993575,2310.997718,2527.87,2664.682206
2019-11-19,9647.879,4457.709854,3967.104401,2176.285509,2312.531312,2531.55,2674.832034
2019-11-20,9607.063,4440.105156,3965.226005,2163.958213,2304.021819,2517.24,2667.866755
2019-11-21,9588.651,4427.801293,3949.03434,2162.179914,2296.57169,2509.62,2652.794106
2019-11-22,9603.638,4436.751373,3946.956409,2167.516323,2298.839252,2513.65,2653.042322
2019-11-25,9675.25,4471.077766,3952.893862,2181.74969,2311.718318,2540.09,2672.926885
2019-11-26,9692.942,4478.504932,3976.600087,2179.977919,2319.208071,2549.01,2691.101934
2019-11-27,9727.102,4491.74346,3984.587095,2186.94543,2325.405758,2558.64,2698.494134
2019-11-28,9724.067,4487.58987,3983.045362,2185.252334,2323.604464,2558.86,2697.507071
2019-11-29,9685.175,4465.31898,3971.608085,2175.451703,2313.80157,2549.82,2689.152088
2019-12-02,9618.692,4448.260587,3953.118523,2165.665515,2303.964012,2527.28,2661.785876
2019-12-03,9562.713,4423.91926,3950.047352,2149.199264,2293.163224,2512.13,2659.527907
2019-12-04,9615.661,4440.935217,3962.697974,2162.827583,2302.023723,2529.51,2674.701744
2019-12-05,9630.686,4453.806952,3967.711634,2166.396949,2308.896895,2535.41,2678.309072
2019-12-06,9706.327,4482.16692,3978.177076,2183.860132,2320.949469,2556.41,2689.718316
2019-12-09,9690.734,4483.323511,3975.174455,2183.004053,2321.537735,2552.42,2683.68798
2019-12-10,9678.753,4471.740962,3967.25307,2179.443856,2316.314173,2550.69,2680.823496
2019-12-11,9701.467,4477.380013,3967.260179,2182.766243,2318.201979,2561.02,2687.987917
2019-12-12,9763.06,4498.80022,3968.531644,2200.905066,2324.048171,2574.37,2689.809387
2019-12-13,9808.033,4530.449878,3978.845513,2213.529792,2338.302789,2586.6,2702.283828
2019-12-16,9883.175,4558.254325,3990.169651,2229.903785,2352.311183,2609.15,2720.489131
2019-12-17,9879.918,4556.200061,3992.557722,2229.85331,2351.315234,2606.27,2719.101652
2019-12-18,9866.404,4546.674336,3990.167909,2226.050935,2346.864517,2603.43,2715.353863
2019-12-19,9898.084,4555.722719,4000.835888,2229.986268,2350.650367,2616.69,2727.526971
2019-12-20,9937.382,4568.995403,4016.184664,2235.836892,2358.187537,2632.46,2748.774885
2019-12-23,9941.094,4569.56611,4008.980708,2234.254601,2356.477331,2635.08,2744.377323
2019-12-24,9946.775,4575.729979,4015.964415,2235.171254,2359.458604,2634.93,2749.531434
2019-12-25,9944.152,4570.980315,4015.697527,2233.588952,2357.788314,2634.75,2749.819636
2019-12-26,9982.779,4581.145406,4022.678264,2240.142937,2362.715315,2645.99,2755.951892
2019-12-27,10004.055,4593.751651,4035.069012,2245.46715,2370.998479,2652.37,2766.035442
2019-12-30,9956.562,4578.270786,4028.579139,2237.332445,2364.515105,2636.73,2751.946037
2019-12-31,9979.034,4586.84451,4034.459973,2242.607797,2368.334429,2642.41,2756.554474
2020-01-01,9979.062,4586.90179,4034.475697,2242.611016,2368.362785,2642.41,2756.579958
